Dataset: Aleatorios, 
Size: a100.txt, 
Tempo(ms), Swaps, 
2.9037, 234654, 
2.8895, 234654, 
2.9204, 234654, 
3.0098, 234654, 
2.9202, 234654, 
2.9395, 234654, 
2.8907, 234654, 
2.9666, 234654, 
2.8903, 234654, 


Size: po500.txt, 
Tempo(ms), Swaps, 
0.0466, 2991, 
0.0389, 2991, 
0.038, 2991, 
0.0436, 2991, 
0.0371, 2991, 
0.0366, 2991, 
0.0371, 2991, 
0.0381, 2991, 
0.0369, 2991, 
0.0371, 2991, 
0.0376, 2991, 
0.0444, 2991, 
0.0374, 2991, 
0.0371, 2991, 
0.037, 2991, 
0.0369, 2991, 
0.0367, 2991, 
0.0367, 2991, 
0.037, 2991, 
0.043, 2991, 
0.038, 2991, 
0.0358, 2991, 
0.0421, 2991, 
0.0357, 2991, 
0.036, 2991, 
0.0358, 2991, 
0.0356, 2991, 
0.0356, 2991, 
0.036, 2991, 
0.0356, 2991, 
0.0358, 2991, 
0.0359, 2991, 


Size: po5000.txt, 
Tempo(ms), Swaps, 
0.4445, 36509, 
0.4609, 36509, 
0.4556, 36509, 
0.4517, 36509, 
0.4557, 36509, 
0.4519, 36509, 
0.4557, 36509, 
0.4522, 36509, 
0.4562, 36509, 
0.4521, 36509, 
0.4547, 36509, 
0.4561, 36509, 
0.4508, 36509, 
0.4558, 36509, 
0.4505, 36509, 
0.4553, 36509, 
0.45, 36509, 
0.4666, 36509, 
0.4629, 36509, 
0.4623, 36509, 
0.4523, 36509, 
0.4552, 36509, 
0.4517, 36509, 
0.4876, 36509, 
0.4558, 36509, 
0.4513, 36509, 
0.4586, 36509, 
0.4516, 36509, 
0.4566, 36509, 
0.4523, 36509, 
0.4589, 36509, 
0.4533, 36509, 


Size: po50000.txt, 
Tempo(ms), Swaps, 
4.9965, 389395, 
5.0111, 389395, 
4.9898, 389395, 
4.9909, 389395, 
5.025, 389395, 
4.965, 389395, 
5.0667, 389395, 
4.9931, 389395, 
4.9393, 389395, 
4.9628, 389395, 
5.0402, 389395, 
4.9763, 389395, 
5.0043, 389395, 
4.9912, 389395, 
4.978, 389395, 
4.9522, 389395, 
5.0086, 389395, 
4.9942, 389395, 
5.0004, 389395, 
5.0036, 389395, 
5.0471, 389395, 
5.0423, 389395, 
5.0333, 389395, 
5.0301, 389395, 
5.0349, 389395, 
5.0227, 389395, 
4.99, 389395, 
4.9823, 389395, 
5.0037, 389395, 
5.1105, 389395, 
5.0226, 389395, 
4.9982, 389395, 


Size: po500000.txt, 
Tempo(ms), Swaps, 
101.85, 3923355, 
101.439, 3923355, 
101.823, 3923355, 
101.712, 3923355, 
102.64, 3923355, 
102.305, 3923355, 
102.461, 3923355, 
103.135, 3923355, 
102.472, 3923355, 
103.166, 3923355, 
102.523, 3923355, 
99.3222, 3923355, 
99.43, 3923355, 
99.4592, 3923355, 
99.2385, 3923355, 
100.864, 3923355, 
99.5929, 3923355, 
99.3659, 3923355, 
99.9005, 3923355, 
99.9062, 3923355, 
99.4077, 3923355, 
100.37, 3923355, 
100.091, 3923355, 
99.5218, 3923355, 
99.8195, 3923355, 
99.5963, 3923355, 
101.849, 3923355, 
105.683, 3923355, 
102.432, 3923355, 
104.306, 3923355, 
101.804, 3923355, 
102.184, 3923355, 


Size: po7500.txt, 
Tempo(ms), Swaps, 
0.6731, 54278, 
0.6705, 54278, 
0.6728, 54278, 
0.671, 54278, 
0.779, 54278, 
0.6697, 54278, 
0.6678, 54278, 
0.6702, 54278, 
0.6746, 54278, 
0.6685, 54278, 
0.6694, 54278, 
0.6798, 54278, 
0.6832, 54278, 
0.6713, 54278, 
0.6686, 54278, 
0.7817, 54278, 
0.6687, 54278, 
0.6989, 54278, 
0.7252, 54278, 
0.6694, 54278, 
0.6935, 54278, 
0.6847, 54278, 
0.6996, 54278, 
0.6894, 54278, 
0.6912, 54278, 
0.6688, 54278, 
0.6728, 54278, 
0.6719, 54278, 
0.6692, 54278, 
0.7377, 54278, 
0.6691, 54278, 
0.6693, 54278, 


Size: po75000.txt, 
Tempo(ms), Swaps, 
7.8864, 582643, 
7.9031, 582643, 
7.8599, 582643, 
7.8891, 582643, 
7.9175, 582643, 
7.8759, 582643, 
7.9112, 582643, 
7.9343, 582643, 
7.9222, 582643, 
8.2912, 582643, 
7.9521, 582643, 
8.359, 582643, 
8.0116, 582643, 
7.9745, 582643, 
7.8966, 582643, 
7.9835, 582643, 
9.0659, 582643, 
8.0318, 582643, 
7.9046, 582643, 
7.9387, 582643, 
7.9466, 582643, 
7.8994, 582643, 
7.9339, 582643, 
7.8919, 582643, 
7.9119, 582643, 
7.8077, 582643, 
7.9439, 582643, 
7.8861, 582643, 
7.8752, 582643, 
7.9079, 582643, 
7.9302, 582643, 
7.934, 582643, 


Size: po750000.txt, 
Tempo(ms), Swaps, 
192.922, 5891756, 
190.262, 5891756, 
200.928, 5891756, 
189.425, 5891756, 
192.699, 5891756, 
195.071, 5891756, 
195.595, 5891756, 
196.232, 5891756, 
193.046, 5891756, 
196.68, 5891756, 
194.706, 5891756, 
195.91, 5891756, 
191.267, 5891756, 
189.419, 5891756, 
190.046, 5891756, 
189.825, 5891756, 
192.241, 5891756, 
192.208, 5891756, 
195.541, 5891756, 
194.846, 5891756, 
193.527, 5891756, 
189.97, 5891756, 
190.013, 5891756, 
189.858, 5891756, 
193.366, 5891756, 
190.278, 5891756, 
198.637, 5891756, 
190.428, 5891756, 
192.097, 5891756, 
196.852, 5891756, 
199.841, 5891756, 
195.927, 5891756, 


