Dataset: Aleatorios, 
Size: a100.txt, 
Tempo(ms), Swaps, 
4.3113, 332099, 


Size: po500.txt, 
Tempo(ms), Swaps, 
0.0474, 3322, 
0.0462, 3322, 
0.0454, 3322, 
0.0444, 3322, 
0.0606, 3322, 
0.0446, 3322, 
0.0449, 3322, 
0.0445, 3322, 
0.0449, 3322, 
0.0451, 3322, 
0.0448, 3322, 
0.0508, 3322, 
0.0445, 3322, 
0.0445, 3322, 
0.0447, 3322, 
0.0447, 3322, 
0.0509, 3322, 
0.0447, 3322, 
0.0447, 3322, 
0.045, 3322, 
0.0446, 3322, 
0.0445, 3322, 
0.0449, 3322, 
0.0447, 3322, 
0.0511, 3322, 
0.0627, 3322, 
0.0446, 3322, 
0.0447, 3322, 
0.0442, 3322, 
0.0511, 3322, 
0.0449, 3322, 
0.0446, 3322, 


Size: po5000.txt, 
Tempo(ms), Swaps, 
0.5399, 39734, 
0.5747, 39734, 
0.5402, 39734, 
0.541, 39734, 
0.5391, 39734, 
0.5334, 39734, 
0.5398, 39734, 
0.5379, 39734, 
0.5395, 39734, 
0.5398, 39734, 
0.5383, 39734, 
0.539, 39734, 
0.5357, 39734, 
0.5396, 39734, 
0.5396, 39734, 
0.5412, 39734, 
0.5759, 39734, 
0.5383, 39734, 
0.534, 39734, 
0.5373, 39734, 
0.5389, 39734, 
0.5459, 39734, 
0.5391, 39734, 
0.5392, 39734, 
0.5358, 39734, 
0.5388, 39734, 
0.5408, 39734, 
0.5419, 39734, 
0.598, 39734, 
0.5398, 39734, 
0.5401, 39734, 
0.537, 39734, 


Size: po50000.txt, 
Tempo(ms), Swaps, 
6.6144, 488170, 
6.5121, 488170, 
6.6226, 488170, 
6.597, 488170, 
6.5466, 488170, 
6.7481, 488170, 
7.2008, 488170, 
6.6137, 488170, 
6.6139, 488170, 
6.7002, 488170, 
6.5771, 488170, 
6.5673, 488170, 
6.7143, 488170, 
6.5046, 488170, 
6.5059, 488170, 
6.7172, 488170, 
6.7073, 488170, 
6.5258, 488170, 
6.7305, 488170, 
6.5889, 488170, 
6.6789, 488170, 
6.6185, 488170, 
6.6175, 488170, 
6.5075, 488170, 
6.6635, 488170, 
6.6183, 488170, 
6.5733, 488170, 
6.5857, 488170, 
6.5016, 488170, 
6.5042, 488170, 
6.6619, 488170, 
6.6151, 488170, 


Size: po500000.txt, 
Tempo(ms), Swaps, 
120.969, 3905751, 
124.308, 3732131, 
126.269, 3732131, 
124.842, 3732131, 
123.477, 3732131, 
123.465, 3732131, 
126.486, 3732131, 
121.769, 3854666, 
144.551, 3854666, 
126.307, 3854666, 
118.808, 3854666, 
118.818, 3854666, 
118.715, 3699272, 
117.949, 3699272, 
125.952, 3699272, 
118.988, 3699272, 
119.277, 3699272, 
124.093, 3883756, 
118.652, 3883756, 
118.533, 3883756, 
119.136, 3883756, 
118.838, 3883756, 
119.637, 3883756, 
120.387, 3796629, 
121.592, 3796629, 
121.493, 3796629, 
121.506, 3796629, 
124.407, 3796629, 
120.164, 3816328, 
119.903, 3816328, 
119.974, 3816328, 
119.976, 3816328, 


Size: po7500.txt, 
Tempo(ms), Swaps, 
0.8657, 61411, 
0.864, 61411, 
0.8783, 61411, 
0.8583, 61411, 
0.8379, 61411, 
0.8935, 61411, 
0.865, 61411, 
0.864, 61411, 
0.8657, 61411, 
0.8423, 61411, 
0.8646, 61411, 
0.8562, 61411, 
0.9536, 61411, 
0.8399, 61411, 
0.8427, 61411, 
0.8588, 61411, 
0.843, 61411, 
0.8403, 61411, 
0.9013, 61411, 
0.8716, 61411, 
0.8627, 61411, 
0.8786, 61411, 
0.8443, 61411, 
0.8413, 61411, 
0.8394, 61411, 
0.9472, 61411, 
0.8412, 61411, 
0.8431, 61411, 
0.8438, 61411, 
0.8977, 61411, 
0.8648, 61411, 
0.8597, 61411, 


Size: po75000.txt, 
Tempo(ms), Swaps, 
10.2889, 678625, 
10.641, 678625, 
10.2539, 678625, 
10.2531, 678625, 
10.2205, 678625, 
10.2352, 678625, 
10.3342, 678625, 
10.1631, 670819, 
10.1335, 670819, 
10.1874, 670819, 
10.1596, 670819, 
10.2072, 670819, 
10.2174, 670819, 
10.1516, 670819, 
10.1625, 670819, 
10.1506, 670819, 
10.1417, 670819, 
10.0986, 670819, 
10.2077, 670819, 
10.1983, 670819, 
10.0845, 670819, 
10.0152, 670819, 
9.944, 670819, 
9.9923, 670819, 
10.0283, 670819, 
9.9605, 670819, 
10.106, 670819, 
10.154, 670819, 
10.1639, 670819, 
10.1496, 670819, 
10.0826, 670819, 
10.1662, 670819, 


Size: po750000.txt, 
Tempo(ms), Swaps, 
236.591, 5532023, 
233.375, 5532023, 
238.034, 5462675, 
237.183, 5462675, 
236.113, 5462675, 
228.138, 5452143, 
226.041, 5452143, 
226.089, 5452143, 
225.783, 5448949, 
229.348, 5448949, 
245.154, 5448949, 
240.342, 5463618, 
381.3, 5463618, 
295.559, 5463618, 
249.078, 5416863, 
244.533, 5416863, 
258.272, 5428915, 
243.346, 5428915, 
243.419, 5428915, 
242.371, 5379872, 
239.996, 5379872, 
250.792, 5379872, 
226.216, 5505680, 
226.224, 5505680, 
227.348, 5505680, 
224.671, 5621239, 
226.658, 5621239, 
224.368, 5621239, 
238.637, 5494549, 
238.842, 5494549, 
237.207, 5494549, 
225.515, 5574967, 


